,T1goldEarned,T1totalMinionsKilled,T1totalTimeSpentDead,T1wardsKilled,T1wardsPlaced,T2goldEarned,T2totalMinionsKilled,T2totalTimeSpentDead,T2wardsKilled,T2wardsPlaced,T1win,T1baron,T1champion,T1dragon,T1inhibitor,T1riftHerald,T1tower,T2baron,T2champion,T2dragon,T2inhibitor,T2riftHerald,T2tower
2028,61308,648,893,21,61,59089,595,1098,19,71,1,1,39,3,1,1,7,0,28,1,0,0,5
2029,49011,528,988,9,41,52800,586,561,12,35,0,1,18,0,0,0,1,0,33,3,1,0,10
2030,47450,547,432,17,52,41588,499,813,17,45,1,0,29,2,1,1,7,0,16,1,0,0,2
2031,36934,401,772,16,38,49263,440,393,15,47,0,0,16,1,0,1,2,0,36,1,0,1,7
2032,34537,425,796,11,27,51293,540,406,16,44,0,0,15,0,0,1,0,0,31,2,2,1,10
2033,48534,371,269,9,41,31586,306,787,6,35,1,0,38,2,2,1,9,0,16,0,0,1,2
2034,33836,392,57,13,46,23226,413,237,12,28,1,0,15,1,0,1,3,0,2,1,0,0,0
2035,38678,443,653,22,51,47358,554,423,19,50,0,0,17,1,0,2,1,0,30,1,0,0,5
2036,38758,380,311,10,37,30075,351,506,6,28,1,0,26,1,0,2,4,0,15,0,0,0,1
2037,61579,690,1201,13,77,68134,638,784,24,61,0,0,29,0,0,0,3,1,41,4,2,2,10
2038,61906,679,1110,33,79,63798,651,740,23,71,0,0,30,3,0,1,5,1,38,2,1,1,7
2039,57552,587,306,23,63,43191,610,844,17,51,1,1,32,3,1,1,8,0,11,0,0,1,3
2040,57863,590,516,29,79,45678,589,1086,20,75,1,0,39,4,1,2,9,0,19,0,0,0,1
2041,64873,673,683,33,74,52695,627,1075,27,82,1,1,39,3,1,1,9,0,24,1,0,1,3
2042,41643,466,964,14,38,55482,571,531,7,53,0,0,19,0,0,0,3,1,38,2,2,1,11
2043,64139,628,1105,21,65,71251,727,1070,20,73,0,0,38,3,1,2,8,1,40,2,3,0,11
2044,56899,519,470,25,56,42157,512,1025,23,52,1,1,45,1,0,1,6,0,19,1,0,0,2
2045,70275,720,1160,39,73,68431,714,1038,27,84,0,1,37,3,0,1,5,1,43,2,1,1,8
2046,43988,511,700,13,46,52013,592,447,16,63,0,0,17,2,0,1,4,1,26,1,1,1,7
2047,43776,540,855,22,53,55456,590,332,16,67,0,0,16,1,0,0,3,1,30,1,2,1,10
2048,54997,577,369,14,60,40492,580,780,16,47,1,1,31,3,1,2,9,0,12,0,0,0,1
2049,55913,569,241,14,80,40787,581,942,26,43,1,1,35,3,1,2,9,0,12,0,0,0,1
2050,51035,622,531,27,68,53920,630,730,33,58,0,0,25,1,0,1,3,0,24,2,2,1,7
2051,34695,440,573,9,38,44797,504,266,16,37,0,0,11,0,0,0,1,0,25,3,1,2,7
2052,61613,655,747,26,88,53585,630,756,32,68,1,1,27,2,1,0,8,0,27,2,0,1,4
2053,39241,414,182,13,45,31576,473,496,15,54,1,0,21,1,1,2,6,0,9,1,0,0,1
2054,52173,589,312,20,60,42358,607,620,21,54,1,1,27,3,1,0,7,0,11,0,0,1,2
2055,51789,646,629,17,80,58573,695,532,31,52,0,1,19,2,0,2,5,0,26,1,1,0,9
2056,46210,503,149,17,48,29671,398,585,14,38,1,0,26,3,1,2,9,0,6,0,0,0,0
2057,42386,409,117,10,39,29614,446,480,8,27,1,0,25,2,1,2,8,0,6,0,0,0,1
2058,22430,368,163,8,21,32866,441,41,6,38,0,0,3,2,0,0,0,0,10,0,0,1,4
2059,66903,721,979,37,106,71658,665,1172,52,78,0,0,37,3,1,0,8,1,35,1,0,2,5
2060,58171,668,477,20,58,49291,670,624,20,67,1,1,22,3,2,2,10,0,18,1,0,0,2
2061,44838,598,768,20,65,54209,614,364,24,58,0,0,17,1,0,2,2,1,25,2,2,0,8
2062,47010,543,1212,16,64,56505,534,479,24,68,0,0,19,1,0,1,5,1,43,3,1,1,8
2063,49332,613,1061,14,54,56979,585,529,20,43,0,0,17,1,0,1,3,1,34,3,1,0,7
2064,67408,604,1084,21,70,61929,697,1185,29,79,1,2,38,1,1,0,9,0,35,3,0,2,4
2065,63943,684,1187,35,107,68530,708,762,43,86,0,1,25,3,0,1,3,1,42,1,1,0,8
2066,77052,881,433,39,124,66110,929,683,48,83,1,3,27,4,3,0,9,0,14,2,0,2,5
2067,48345,620,864,25,65,57755,647,430,18,66,0,0,15,1,0,1,5,1,28,3,2,1,10
2068,70263,725,1581,32,105,74964,781,940,37,80,0,1,32,2,0,0,7,1,45,3,1,2,8
2069,73425,861,880,45,88,67314,876,828,33,105,1,1,32,3,1,2,8,1,24,3,0,0,4
2070,45957,525,305,18,45,39536,554,700,15,48,1,0,28,2,1,0,7,0,13,1,0,1,2
2071,50866,553,523,21,58,44324,569,633,26,65,1,0,28,3,1,2,6,0,19,0,0,0,1
2072,36212,535,344,15,59,42385,520,172,16,46,0,0,7,0,0,1,3,0,14,2,1,1,7
2073,53268,621,263,17,45,40379,586,865,11,46,1,0,32,1,2,1,9,0,12,2,0,0,1
2074,70264,784,918,38,82,67025,754,882,32,91,1,0,35,4,1,2,7,2,26,1,0,0,5
2075,60366,722,1220,15,63,71587,707,946,26,54,0,0,37,1,0,0,2,2,44,3,3,2,11
2076,36054,404,266,9,41,27556,367,442,15,28,1,0,24,2,0,1,4,0,11,0,0,0,0
2077,57100,711,1120,31,86,64055,715,910,46,79,0,0,28,1,0,1,4,1,39,2,2,0,7
2078,60790,666,834,15,62,58492,687,904,19,61,1,0,33,3,2,1,9,1,28,1,0,1,5
2079,23431,341,344,10,28,33055,421,103,13,35,0,0,6,0,0,1,0,0,18,1,0,1,2
2080,61901,642,745,35,58,54900,721,1149,23,71,1,1,38,2,1,1,8,0,26,2,0,1,3
2081,56441,642,388,30,57,45595,585,738,25,55,1,1,29,2,1,1,7,0,16,2,0,0,2
2082,52587,551,552,10,55,50618,512,569,20,53,1,1,23,1,1,2,7,0,23,3,0,0,3
2083,31396,420,537,6,38,44563,541,160,8,40,0,0,7,0,0,0,1,0,27,2,3,2,11
2084,55640,529,435,24,66,42656,526,785,14,55,1,1,34,2,1,1,11,0,17,1,0,1,1
2085,41689,552,806,12,29,56806,572,370,6,46,0,0,17,0,0,0,0,1,37,2,3,2,11
2086,45239,504,209,16,47,36897,510,523,16,40,1,0,24,3,0,1,4,0,8,0,0,1,3
2087,63710,746,987,35,76,71688,795,803,23,58,0,1,24,1,1,0,5,1,34,4,2,1,10
2088,56947,533,1377,22,40,63786,596,1265,14,73,0,0,37,2,0,1,2,0,51,2,1,0,9
2089,64993,779,1239,35,83,77033,780,449,22,96,0,0,15,0,2,0,9,2,39,5,4,2,11
2090,83196,832,1258,35,110,79552,930,1306,49,91,0,2,35,2,2,0,7,0,36,4,0,2,4
2091,58221,560,655,23,59,53537,562,1021,21,67,1,1,36,4,1,1,7,0,25,0,0,1,5
2092,23566,306,453,4,28,36170,333,189,6,33,0,0,10,0,0,0,0,0,26,2,0,1,5
2093,60793,753,1167,23,65,66979,717,639,29,68,0,0,23,2,0,0,5,1,35,3,3,2,9
2094,51006,503,267,20,50,35689,478,745,14,48,1,0,35,3,2,2,10,0,13,0,0,0,0
2095,36495,489,728,10,43,48147,538,319,7,44,0,0,10,0,0,0,2,1,25,3,1,2,7
2096,52224,719,449,19,56,56202,749,380,16,62,0,1,14,2,0,1,5,0,20,2,2,1,9
2097,58036,606,582,24,60,49865,610,1031,19,58,1,0,33,4,1,2,9,0,20,0,0,0,3
2098,74538,937,1349,68,128,89063,988,1112,70,144,0,1,30,5,1,1,5,1,40,1,4,1,11
2099,54926,592,540,39,86,48264,640,639,30,78,1,1,27,3,0,1,4,0,20,0,0,0,3
2100,44227,471,329,9,47,37318,436,498,6,34,1,0,22,1,1,2,9,0,15,0,0,0,1
2101,43255,436,1012,18,59,53557,538,694,31,49,0,0,27,0,0,0,2,0,42,2,2,1,7
2102,58447,664,582,36,75,47971,608,648,26,67,1,1,24,3,2,2,9,0,20,1,0,0,2
2103,63871,618,1057,31,72,58681,610,1302,25,83,1,1,41,3,1,1,7,0,30,2,0,1,3
2104,58171,636,91,29,75,46579,710,751,33,76,1,1,27,3,1,1,8,0,7,2,0,1,3
2105,62980,718,993,21,75,69659,731,796,34,71,0,0,25,1,0,1,4,1,34,4,1,0,9
2106,57976,710,1268,23,73,69610,670,799,44,75,0,0,23,1,0,0,1,1,42,4,2,2,9
2107,49679,597,1311,9,79,67026,712,482,31,62,0,0,15,0,0,1,3,1,49,3,3,1,11
2108,47226,493,845,10,33,57195,520,601,11,40,0,0,24,1,0,1,1,1,40,2,2,1,10
2109,59570,545,1077,14,54,59840,545,1019,12,61,0,0,41,2,0,0,2,1,40,1,1,2,10
2110,24349,343,367,7,27,34475,413,72,9,35,0,0,4,0,0,0,0,0,23,2,0,2,4
2111,40772,532,982,11,65,58001,565,370,28,56,0,0,15,2,0,1,0,1,39,2,2,1,10
2112,58666,545,790,22,68,51136,611,1250,23,57,1,0,39,3,1,2,7,0,27,1,0,0,3
2113,42747,620,1073,16,48,60473,682,311,19,61,0,0,12,2,0,1,1,1,37,1,1,1,10
2114,59899,591,798,23,67,53181,561,1042,22,60,1,0,41,2,2,1,8,1,26,2,0,0,5
2115,53744,610,605,15,48,51435,607,622,18,60,1,0,25,1,1,2,9,1,22,3,2,0,7
2116,67585,710,1201,32,75,66962,684,871,35,87,1,0,32,0,1,2,8,1,37,4,0,0,5
2117,40180,524,298,23,43,37258,511,471,15,45,0,0,19,0,0,1,3,0,16,2,0,0,1
2118,36204,407,145,10,23,22914,351,308,1,25,1,0,22,2,0,1,5,0,6,0,0,0,0
2119,56783,702,1162,19,69,69971,672,656,22,76,0,0,29,0,0,0,3,2,42,4,1,1,10
2120,43621,575,779,22,68,55613,603,389,28,66,0,0,17,2,0,0,1,1,32,1,2,2,8
2121,56302,609,631,18,70,49725,548,604,25,56,1,1,25,2,1,0,9,0,26,2,0,2,5
2122,64140,837,1127,20,75,70716,790,674,33,72,0,0,28,1,0,0,3,1,39,4,4,2,11
2123,56377,679,1116,23,78,64528,645,813,31,80,0,0,30,3,0,1,4,1,39,1,1,1,9
2124,27787,364,408,5,36,33376,449,160,10,38,0,0,11,0,0,1,0,0,20,2,0,0,2
2125,57617,545,470,23,45,43979,557,1032,10,50,1,1,46,3,0,0,7,0,16,0,0,2,2
2126,58395,610,1275,21,61,64979,569,938,19,63,0,0,31,2,0,2,5,1,50,2,1,0,5
2127,48130,453,426,14,48,43300,465,616,10,55,1,1,25,0,1,1,7,0,20,3,0,1,3
2128,34727,451,412,14,37,38151,457,245,7,50,0,0,13,2,0,0,1,0,16,1,0,1,3
2129,57360,762,711,27,63,64062,729,319,18,87,0,1,15,0,0,2,5,1,23,5,3,0,11
2130,32283,366,110,8,21,22612,292,377,3,26,1,0,21,2,0,0,2,0,7,0,0,0,0
2131,46299,446,443,11,27,35852,408,769,7,41,1,0,36,2,0,1,4,0,19,0,0,0,0
2132,53637,577,339,17,55,39411,549,768,24,60,1,1,31,2,1,2,9,0,13,1,0,0,2
2133,39186,477,704,11,39,50870,528,332,12,57,0,0,12,1,0,1,3,1,31,2,1,1,6
2134,76682,964,1342,68,91,83595,901,1170,33,141,0,0,33,1,1,0,8,2,42,5,1,1,8
2135,45323,454,348,10,33,34300,472,806,5,39,1,0,30,2,1,2,6,0,13,0,0,0,1
2136,35255,504,658,11,33,44680,480,185,8,39,0,0,8,0,0,1,3,0,28,2,2,1,8
2137,46566,657,970,22,53,59443,706,487,20,59,0,0,17,1,0,0,2,1,33,3,1,1,8
2138,36270,369,79,6,28,20705,297,324,7,31,1,0,21,2,1,1,8,0,5,0,0,0,0
2139,65565,722,1274,21,83,71647,718,1345,24,64,0,0,35,4,1,1,6,2,37,0,1,1,8
2140,35772,465,694,8,35,49489,513,262,13,46,0,0,11,1,0,0,1,0,28,1,2,1,10
2141,57634,668,949,28,70,66418,749,650,25,97,0,0,22,2,0,1,4,1,32,3,1,1,8
2142,50120,605,797,28,58,57168,612,587,16,62,0,0,22,0,0,0,3,1,34,3,3,2,11
2143,48749,635,803,12,50,58289,696,522,15,58,0,0,22,0,0,0,2,1,29,4,2,0,9
2144,67860,760,849,33,85,62028,662,982,35,82,1,1,31,2,1,2,8,0,26,2,2,0,8
2145,57424,648,341,29,82,51037,704,775,36,62,1,1,28,4,1,2,9,0,16,0,0,0,4
2146,61428,729,1135,35,86,69687,703,904,30,88,0,0,32,1,0,1,4,2,38,4,1,0,9
2147,78624,774,1186,42,95,71684,823,1446,25,89,1,2,50,3,2,1,10,0,34,2,1,1,5
2148,61924,722,1277,35,96,70901,717,473,30,81,0,0,18,3,0,2,6,1,44,3,2,0,7
2149,69498,770,630,31,84,59551,720,1137,27,95,1,1,40,4,3,1,10,1,17,1,0,1,4
2150,47603,531,1194,18,62,54311,474,540,20,60,0,0,25,1,0,1,1,1,46,2,2,1,9
2151,41265,469,158,9,39,30858,430,461,14,35,1,0,23,2,1,1,9,0,7,0,0,1,2
2152,56393,536,637,19,69,59929,661,857,21,51,0,0,30,3,0,2,5,1,26,1,0,0,7
2153,62279,535,654,19,95,58154,704,996,27,73,1,2,39,4,2,1,7,0,26,0,0,1,5
2154,78357,865,661,35,88,67905,827,978,26,84,1,2,32,4,3,1,11,1,20,2,0,1,4
2155,49023,590,416,26,64,39092,523,635,25,49,1,1,23,2,0,2,5,0,16,1,0,0,1
2156,30800,415,489,10,29,43803,470,204,8,36,0,0,9,0,0,0,0,0,22,2,2,2,10
2157,38073,558,596,15,36,50014,555,361,13,51,0,0,14,0,0,0,0,1,20,3,1,2,5
2158,63191,652,1249,22,75,64169,663,888,24,63,0,1,30,3,0,2,6,1,37,2,1,0,7
2159,33423,369,498,4,28,40261,402,356,3,31,0,0,16,2,0,0,1,0,27,0,0,1,5
2160,54716,564,265,8,49,38869,469,893,7,30,1,0,36,3,2,1,9,0,10,0,0,0,2
2161,58978,569,1568,16,51,70825,550,1351,16,67,0,0,39,0,0,2,3,1,51,4,4,0,11
2162,71354,700,1065,18,58,63562,642,1196,12,62,1,1,40,3,2,2,10,0,36,2,0,0,3
2163,74549,702,1012,14,69,64007,642,1441,14,56,1,0,48,4,5,1,11,1,31,1,0,0,2
2164,65083,706,1685,14,51,70780,615,1154,19,73,0,0,36,0,0,1,5,1,49,4,3,0,7
2165,41629,399,322,10,25,32891,283,490,3,35,1,0,30,0,0,1,5,0,15,1,0,0,0
2166,30434,364,527,9,35,38966,342,299,14,45,0,0,14,0,0,0,0,0,29,2,0,1,2
2167,21563,294,344,2,27,27270,297,78,3,24,0,0,4,0,0,0,0,0,16,1,0,1,0
2168,43458,475,209,14,36,32645,432,614,9,34,1,0,26,2,1,1,5,0,11,0,0,1,1
2169,42616,422,310,22,37,36430,437,631,19,59,1,0,25,3,1,1,8,0,15,0,0,1,1
2170,42533,541,769,19,53,54582,542,416,20,44,0,0,16,0,0,0,1,1,31,4,1,2,7
2171,68738,627,1369,16,56,71346,631,1602,12,50,0,0,50,4,0,0,5,2,42,1,1,0,7
2172,44387,462,565,19,24,41235,460,566,6,42,1,0,27,2,0,0,5,0,23,0,0,1,3
2173,41137,451,193,12,47,29062,420,588,12,29,1,0,27,2,0,1,4,0,8,0,0,0,0
2174,53578,608,610,13,58,42832,560,903,14,44,1,0,30,1,1,1,8,0,20,1,0,0,2
2175,62813,472,764,2,51,49434,425,1360,16,27,1,1,52,2,0,2,5,0,30,1,0,0,1
2176,78305,639,1957,29,39,79682,781,1629,7,84,0,1,52,4,1,2,8,1,49,1,1,0,6
2177,36151,337,785,12,28,47627,382,375,5,43,0,0,19,0,0,1,0,0,38,2,1,0,8
2178,36782,367,294,3,39,31525,391,528,9,24,1,0,25,2,0,0,2,0,11,0,0,1,1
2179,57094,672,1248,20,69,69393,631,786,27,78,0,0,24,1,0,1,2,2,40,4,1,1,8
2180,24331,298,333,4,15,32525,369,111,1,26,0,0,6,2,0,0,0,0,18,0,1,1,5
2181,65917,573,516,19,62,47486,499,1039,14,43,1,1,40,3,1,1,7,0,17,1,0,1,2
2182,20942,271,258,3,24,32219,319,82,2,31,0,0,5,0,0,0,0,0,17,2,0,1,3
2183,60809,698,1546,12,60,75209,776,792,15,63,0,0,24,1,1,2,6,1,46,3,2,0,10
2184,39607,435,290,7,33,34155,388,556,4,29,1,0,27,1,0,0,3,0,16,1,0,1,1
2185,49864,554,952,25,68,55490,518,663,13,62,0,0,25,0,0,0,3,1,35,3,1,1,7
2186,72694,682,993,24,75,56585,608,1531,13,51,1,1,58,3,3,1,11,0,34,1,0,0,1
2187,56780,532,575,26,53,45743,555,1163,19,58,1,0,49,3,0,1,6,0,21,0,0,1,1
2188,48894,590,1002,24,46,58054,636,529,20,59,0,0,23,0,0,1,2,1,37,4,1,1,9
2189,58044,575,1798,10,55,75545,622,825,17,75,0,0,27,0,0,2,5,2,59,4,1,0,6
2190,37952,402,626,4,34,45076,357,413,7,26,0,0,18,1,0,0,2,0,31,1,0,1,4
2191,41659,526,815,18,59,51630,483,402,22,47,0,0,14,0,0,1,2,1,32,3,2,1,8
2192,71241,615,1036,14,45,60464,609,1500,10,60,1,1,50,2,2,1,11,0,33,2,0,0,2
2193,68466,797,1675,25,72,75405,690,803,23,75,0,0,26,3,0,0,5,1,53,3,1,1,10
2194,66761,487,1266,13,69,61848,433,1222,16,47,1,0,47,2,3,1,9,1,45,2,0,0,1
2195,68613,540,2159,9,57,76827,548,1557,11,72,0,0,48,1,0,0,3,2,68,4,3,0,8
2196,53093,549,1328,8,54,62464,524,716,15,36,0,0,24,0,0,0,1,1,48,3,3,1,11
2197,38972,356,432,2,24,32361,292,687,3,29,1,0,27,1,0,1,3,0,18,1,0,0,0
2198,23141,309,290,2,22,27759,293,173,4,12,0,0,8,1,0,0,0,0,17,1,0,1,1
2199,54177,511,643,19,39,44422,452,897,9,57,1,1,32,3,2,1,8,0,26,1,0,1,2
2200,64178,718,550,25,68,55090,644,948,25,63,1,1,34,2,1,0,10,0,22,2,0,0,4
2201,50328,498,596,20,42,43873,479,729,13,46,1,1,32,3,0,1,4,0,27,0,0,1,1
2202,33191,514,703,8,24,50766,568,110,8,52,0,0,5,1,0,0,0,1,34,2,2,1,10
2203,21519,255,0,0,12,12150,190,122,1,11,1,0,10,0,0,0,1,0,0,0,0,0,0
2204,53394,604,937,23,65,64032,664,784,30,74,0,0,23,3,0,1,3,1,36,0,1,0,9
2205,55921,623,395,22,58,45139,590,1062,15,41,1,1,34,4,1,2,10,0,14,0,0,0,1
2206,41970,553,823,19,49,55837,557,392,19,65,0,0,15,1,0,0,2,1,33,3,1,1,8
2207,59365,645,1066,26,51,68189,710,886,24,75,0,0,32,1,0,0,3,1,35,3,1,0,9
2208,40899,516,707,13,50,51773,550,270,25,41,0,0,11,0,0,1,3,1,28,3,0,1,4
2209,76034,741,1202,22,81,71361,829,1627,32,70,1,1,48,2,3,2,11,1,31,2,1,0,6
2210,24603,296,540,8,15,39053,369,171,5,38,0,0,10,0,0,0,0,0,31,1,0,1,5
2211,32046,422,133,6,32,27944,429,241,2,24,1,0,12,2,0,2,1,0,5,0,0,0,1
2212,85452,805,1170,77,131,73363,767,1229,52,110,1,1,37,2,1,1,10,1,35,3,1,1,7
2213,91364,1121,954,77,193,88427,1099,1260,109,134,1,1,35,2,2,1,8,3,23,5,4,1,9
2214,75625,952,1788,38,82,90703,951,960,24,83,0,0,24,2,1,2,7,2,53,4,4,0,11
2215,33402,366,891,14,38,52684,521,319,17,53,0,0,12,0,0,1,0,0,43,2,2,1,10
2216,72872,905,839,29,92,73142,843,795,34,79,0,1,26,3,1,2,11,1,27,2,1,0,7
2217,43956,496,319,8,40,33798,417,559,12,40,1,0,24,1,1,2,9,0,14,2,0,0,1
2218,55485,551,355,13,55,50636,570,909,14,54,1,1,35,3,1,0,7,0,18,1,0,1,6
2219,48998,609,832,24,60,59934,694,522,25,65,0,0,19,2,0,1,2,1,29,2,1,1,8
2220,42623,573,788,19,46,53280,574,314,23,70,0,0,12,2,0,1,2,1,30,2,2,1,10
2221,62377,691,514,21,69,56373,643,597,23,60,1,1,29,4,3,2,11,1,23,1,0,0,1
2222,57707,655,399,39,69,50572,681,1106,32,73,1,1,35,4,2,2,10,0,18,0,0,0,2
2223,30947,401,759,11,43,48485,497,193,20,38,0,0,8,0,0,1,0,0,38,3,2,0,10
2224,44640,548,193,15,61,32732,526,529,19,43,1,0,22,3,0,1,5,0,7,0,0,0,0
2225,55293,727,949,29,68,62884,682,593,29,62,0,0,21,1,0,2,3,2,35,3,2,0,8
2226,42196,535,543,14,58,48993,533,291,20,64,0,0,12,1,0,0,2,1,22,3,2,2,9
2227,52615,647,157,29,50,37539,505,631,19,58,1,0,25,2,2,2,10,0,7,0,0,0,3
2228,53881,698,776,39,69,59811,711,533,27,83,0,1,19,0,1,1,5,0,26,4,2,1,9
2229,28938,321,558,9,29,38347,395,302,10,42,0,0,14,0,0,0,0,0,29,2,0,1,4
2230,56696,770,560,33,87,64920,865,450,50,83,0,0,15,2,0,1,3,1,22,2,1,1,8
2231,48756,631,1035,25,64,61618,619,474,26,77,0,0,18,1,0,1,4,1,34,3,2,0,9
2232,75054,803,880,28,104,62263,795,1266,43,68,1,2,40,2,3,2,11,0,26,3,0,0,3
2233,39622,485,449,25,78,47360,609,340,34,56,0,0,16,2,0,2,2,1,22,1,0,0,3
2234,62431,845,1184,16,73,74145,759,806,21,57,0,0,23,2,0,1,3,2,36,2,2,0,11
2235,61366,773,767,29,65,69350,730,669,23,76,0,0,25,1,0,0,3,2,33,3,1,2,11
2236,89191,962,1396,48,67,86616,1045,1594,16,91,1,2,45,3,6,2,11,1,37,3,0,0,4
2237,43133,463,1110,17,37,59708,552,492,16,55,0,0,22,0,0,1,0,0,44,3,2,0,10
2238,59719,693,1315,28,72,75784,778,801,41,79,0,0,25,2,0,2,2,1,47,3,1,0,9
2239,42661,463,562,11,55,47233,491,367,13,38,0,0,21,0,0,1,4,1,28,2,0,1,3
2240,33974,410,637,13,36,43796,437,291,14,38,0,0,15,0,0,0,1,0,32,3,0,2,5
2241,41409,446,315,13,40,30729,389,610,11,42,1,0,26,1,1,1,7,0,14,1,0,0,0
2242,42419,451,961,10,47,56687,575,445,17,44,0,0,19,1,0,0,3,1,38,2,2,1,11
2243,68347,698,660,31,56,56926,673,1147,16,79,1,2,40,4,1,2,9,0,23,1,0,0,4
2244,74303,974,997,33,94,82842,848,920,33,85,0,0,22,1,0,0,2,2,39,4,6,2,11
2245,54774,553,450,12,57,45535,545,956,12,41,1,1,41,4,1,1,5,0,17,0,0,0,3
2246,53932,588,226,26,84,40473,577,667,23,56,1,1,28,2,1,2,10,0,11,1,0,0,1
2247,49890,567,697,11,55,54226,513,648,14,46,0,0,25,3,0,1,5,1,28,0,1,0,9
2248,22861,309,394,10,25,32419,378,85,8,36,0,0,6,0,0,0,0,0,22,1,0,1,2
2249,47964,532,815,14,55,56990,537,523,19,71,0,0,19,2,0,1,3,1,29,1,2,1,10
2250,50622,625,923,16,75,59814,671,592,26,61,0,0,21,0,0,2,4,1,36,4,1,0,7
2251,64366,714,504,30,73,65393,799,908,29,72,0,1,26,1,0,0,5,1,19,4,3,2,11
2252,64552,635,796,21,58,56163,656,855,15,60,1,1,35,3,4,2,11,0,29,1,0,0,1
2253,76757,869,1459,30,79,83287,874,1236,27,81,0,0,38,0,0,2,4,2,45,5,2,0,10
2254,50801,703,1272,15,65,67288,736,378,30,59,0,0,13,0,0,0,3,1,45,4,1,1,9
2255,57245,542,520,20,40,44752,505,1083,7,53,1,1,40,2,1,1,6,0,19,1,0,0,2
2256,68070,713,676,14,70,58542,741,1298,24,59,1,1,40,3,2,2,10,0,19,2,0,0,4
2257,31628,367,164,6,33,25783,317,346,5,16,1,0,20,1,0,0,2,0,9,0,0,0,1
2258,72254,620,1681,14,56,80691,740,1799,15,66,0,0,49,3,1,0,5,2,49,2,4,1,11
2259,42919,470,497,3,29,36539,393,438,4,34,1,0,22,2,0,1,7,0,20,0,0,0,1
2260,59268,671,1041,22,86,64203,698,970,33,61,0,0,31,1,0,2,6,2,30,3,1,0,11
2261,38529,499,720,7,44,52113,516,337,17,59,0,0,15,1,0,0,0,1,33,2,1,2,7
2262,26955,335,419,7,25,40600,450,178,3,31,0,0,8,0,0,0,0,0,23,1,0,1,4
2263,72247,745,1191,27,67,72161,724,1347,21,83,1,0,38,2,1,0,7,2,33,3,1,0,6
2264,59461,620,592,11,51,49995,555,719,13,37,1,1,26,3,2,2,11,0,22,1,0,0,2
2265,33598,125,36,0,14,13356,53,619,0,0,1,0,47,0,1,0,5,0,4,0,0,0,0
2266,40715,541,487,20,50,45600,521,390,18,61,0,0,16,0,0,2,2,0,23,4,0,0,3
2267,48941,536,1157,13,41,60540,557,536,12,47,0,0,22,0,0,1,4,1,44,3,1,0,9
2268,59454,623,664,21,53,51214,569,1127,14,53,1,1,35,3,1,1,9,0,20,0,0,0,4
2269,45006,546,1061,20,45,59130,568,618,12,56,0,0,20,0,0,0,1,1,41,2,0,1,6
2270,42914,599,613,15,58,52520,579,229,19,53,0,0,11,1,0,0,4,1,23,2,3,2,11
2271,28339,361,595,4,24,39715,359,216,1,38,0,0,8,0,0,0,0,0,24,3,0,1,5
2272,30720,323,45,4,28,20867,308,347,4,22,1,0,18,1,0,0,3,0,3,0,0,0,0
2273,66909,614,1132,18,61,62949,573,1133,20,69,1,2,34,1,1,0,8,0,36,3,0,1,6
2274,38089,433,580,6,42,49161,523,448,10,46,0,0,19,1,0,0,0,0,25,2,1,2,7
2275,73533,660,725,21,47,59731,678,1377,14,67,1,1,47,5,2,1,10,1,22,0,0,0,1
2276,27740,365,487,8,28,37320,431,237,9,30,0,0,9,0,0,0,0,0,24,1,0,0,3
2277,33407,432,105,10,36,27970,436,226,5,23,1,0,12,1,0,2,3,0,8,0,0,0,0
2278,63300,747,954,61,95,65732,718,635,56,122,0,1,20,0,1,2,7,1,32,4,2,0,8
2279,64362,618,817,37,78,55584,687,1176,20,74,1,1,45,4,1,1,10,0,25,0,0,0,2
2280,54583,571,657,20,73,48510,536,656,20,49,1,1,28,3,1,1,8,0,23,0,0,0,3
2281,53076,606,347,20,71,43998,600,717,27,56,1,1,24,1,1,1,7,0,14,3,0,0,2
2282,38498,436,735,13,39,51678,549,351,11,40,0,0,18,0,0,0,1,0,35,2,2,1,10
2283,41792,504,1082,15,39,59312,549,301,14,60,0,0,14,0,0,1,3,1,44,3,3,1,11
2284,55632,608,1318,19,75,65877,660,807,35,63,0,0,27,0,1,1,5,1,45,4,1,1,8
2285,42734,633,736,22,64,54139,631,181,29,59,0,0,9,1,0,1,2,1,29,2,2,0,10
2286,26148,357,404,4,30,34832,369,178,11,24,0,0,8,0,0,0,1,0,24,2,0,1,4
2287,45308,499,277,12,49,34382,413,496,11,40,1,0,21,1,2,2,10,0,14,1,0,0,1
2288,62490,615,919,31,70,59945,735,894,26,74,1,1,31,1,2,0,10,0,29,3,0,2,5
2289,61032,548,638,20,67,51968,550,873,22,45,1,1,33,1,1,2,8,0,23,3,0,0,4
2290,71441,876,770,39,69,63834,852,1010,32,77,1,1,34,3,2,1,9,0,23,2,0,1,4
2291,49811,673,978,19,72,64050,616,508,29,53,0,0,19,0,0,1,1,1,40,4,3,1,11
2292,54344,472,422,13,50,40271,442,918,14,39,1,0,41,1,2,1,9,0,22,1,0,1,1
2293,58296,640,550,16,71,47653,600,837,28,45,1,1,30,2,2,1,9,0,18,1,0,1,3
2294,38483,539,745,13,41,48080,524,267,13,51,0,0,11,0,0,1,1,0,29,3,1,1,6
2295,38139,514,846,16,43,56478,582,316,22,58,0,0,11,0,0,1,0,1,38,3,1,0,10
